;id;rank;title;fullTitle;year;image;crew;imDbRating;imDbRatingCount
219;tt3315342;220;Logan;Logan (2017);2017;https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,12,128,176_AL_.jpg;James Mangold (dir.), Hugh Jackman, Patrick Stewart;8.0;743930
220;tt0758758;221;Into the Wild;Into the Wild (2007);2007;https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,12,128,176_AL_.jpg;Sean Penn (dir.), Emile Hirsch, Vince Vaughn;8.0;617476
221;tt0032138;222;The Wizard of Oz;The Wizard of Oz (1939);1939;https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UX128_CR0,12,128,176_AL_.jpg;Victor Fleming (dir.), Judy Garland, Frank Morgan;8.0;395002
222;tt0382932;223;Ratatouille;Ratatouille (2007);2007;https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UX128_CR0,12,128,176_AL_.jpg;Brad Bird (dir.), Brad Garrett, Lou Romano;8.0;719008
223;tt0107048;224;Groundhog Day;Groundhog Day (1993);1993;https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,12,128,176_AL_.jpg;Harold Ramis (dir.), Bill Murray, Andie MacDowell;8.0;622371
224;tt0381681;225;Before Sunset;Before Sunset (2004);2004;https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX128_CR0,12,128,176_AL_.jpg;Richard Linklater (dir.), Ethan Hawke, Julie Delpy;8.0;260953
225;tt0070047;226;The Exorcist;The Exorcist (1973);1973;https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;William Friedkin (dir.), Ellen Burstyn, Max von Sydow;8.0;398721
226;tt0036868;227;The Best Years of Our Lives;The Best Years of Our Lives (1946);1946;https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,12,128,176_AL_.jpg;William Wyler (dir.), Myrna Loy, Dana Andrews;8.0;64160
227;tt0317705;228;The Incredibles;The Incredibles (2004);2004;https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UX128_CR0,12,128,176_AL_.jpg;Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson;8.0;723225
228;tt0035446;229;To Be or Not to Be;To Be or Not to Be (1942);1942;https://m.media-amazon.com/images/M/MV5BODZlOGI5ZjYtN2UwNy00OGY0LTgxY2UtNDZhMzBkN2EyZmIyXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX128_CR0,12,128,176_AL_.jpg;Ernst Lubitsch (dir.), Carole Lombard, Jack Benny;8.0;36829
229;tt0032551;230;The Grapes of Wrath;The Grapes of Wrath (1940);1940;https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,12,128,176_AL_.jpg;John Ford (dir.), Henry Fonda, Jane Darwell;8.0;92753
230;tt0058946;231;The Battle of Algiers;The Battle of Algiers (1966);1966;https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin;8.0;59819
231;tt0032976;232;Rebecca;Rebecca (1940);1940;https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,12,128,176_AL_.jpg;Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine;8.0;136332
232;tt1028532;233;Hachi: A Dog's Tale;Hachi: A Dog's Tale (2009);2009;https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg;Lasse Hallström (dir.), Richard Gere, Joan Allen;8.0;281566
233;tt0061512;234;Cool Hand Luke;Cool Hand Luke (1967);1967;https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;Stuart Rosenberg (dir.), Paul Newman, George Kennedy;8.0;176047
234;tt0245712;235;Amores perros;Amores perros (2000);2000;https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal;8.0;239003
235;tt0325980;236;Pirates of the Caribbean: The Curse of the Black Pearl;Pirates of the Caribbean: The Curse of the Black Pearl (2003);2003;https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg;Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush;8.0;1109663
236;tt0113247;237;La Haine;La Haine (1995);1995;https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé;8.0;170980
237;tt0053198;238;The 400 Blows;The 400 Blows (1959);1959;https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,12,128,176_AL_.jpg;François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy;8.0;116915
238;tt0476735;239;My Father and My Son;My Father and My Son (2005);2005;https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,12,128,176_AL_.jpg;Cagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan;8.0;86289
239;tt0060827;240;Persona;Persona (1966);1966;https://m.media-amazon.com/images/M/MV5BYmFlOTcxMWUtZTMzMi00NWIyLTkwOTEtNjIxNmViNzc2Yzc1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann;8.0;117400
240;tt0025316;241;It Happened One Night;It Happened One Night (1934);1934;https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,12,128,176_AL_.jpg;Frank Capra (dir.), Clark Gable, Claudette Colbert;8.0;103318
241;tt0079470;242;Life of Brian;Life of Brian (1979);1979;https://m.media-amazon.com/images/M/MV5BMDA1ZWI4ZDItOTRlYi00OTUxLWFlNWQtMzM5NDI0YjA4ZGI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,12,128,176_AL_.jpg;Terry Jones (dir.), Graham Chapman, John Cleese;8.0;396305
242;tt0059742;243;The Sound of Music;The Sound of Music (1965);1965;https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,12,128,176_AL_.jpg;Robert Wise (dir.), Julie Andrews, Christopher Plummer;8.0;230941
243;tt4016934;244;The Handmaiden;The Handmaiden (2016);2016;https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg;Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo;8.0;142588
244;tt0071411;245;Dersu Uzala;Dersu Uzala (1975);1975;https://m.media-amazon.com/images/M/MV5BYWY0OWJlZTgtMWUzNy00MGJhLTk5YzQtNmY5MDEwOTIxNjMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,12,128,176_AL_.jpg;Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin;8.0;29187
245;tt15097216;246;Jai Bhim;Jai Bhim (2021);2021;https://m.media-amazon.com/images/M/MV5BOTM0NWFjNGYtNjExMS00ZTZlLWFiYmMtZmU4ZjZkMmMxZTNjXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_UX128_CR0,12,128,176_AL_.jpg;T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose;8.0;194532
246;tt0103639;247;Aladdin;Aladdin (1992);1992;https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX128_CR0,12,128,176_AL_.jpg;Ron Clements (dir.), Scott Weinger, Robin Williams;8.0;411537
247;tt0083987;248;Gandhi;Gandhi (1982);1982;https://m.media-amazon.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX128_CR0,12,128,176_AL_.jpg;Richard Attenborough (dir.), Ben Kingsley, John Gielgud;8.0;230162
248;tt1454029;249;The Help;The Help (2011);2011;https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_UX128_CR0,12,128,176_AL_.jpg;Tate Taylor (dir.), Emma Stone, Viola Davis;8.0;454539
249;tt0129167;250;The Iron Giant;The Iron Giant (1999);1999;https://m.media-amazon.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_UX128_CR0,12,128,176_AL_.jpg;Brad Bird (dir.), Eli Marienthal, Harry Connick Jr.;8.0;190602
