SITEID,Species,Number Captured,Minimum (mm),Maximum (mm),Project Name,Day,Month,Year,Waterbody Name,WaterbodyType,Start Latitude,Start Longitude,Air Temperature (C),Water Temperature (C),Turbidity (ntu)
6507,Notropis anogenus,1,26,26,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59226,-80.39465,23.5,21.21,22.33
6507,No fish captured,,,,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59226,-80.39465,23.5,21.21,22.33
6507,Notropis anogenus,1,29,29,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59226,-80.39465,23.5,21.21,22.33
6507,Ameiurus nebulosus,1,54,54,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59226,-80.39465,23.5,21.21,22.33
6507,Lepomis macrochirus,1,88,88,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59226,-80.39465,23.5,21.21,22.33
6507,Lepomis gibbosus,1,39,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59226,-80.39465,23.5,21.21,22.33
6509,Notropis heterodon,17,54,69,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Fundulus diaphanus,2,39,52,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis macrochirus,26,31,127,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Notemigonus crysoleucas,4,60,70,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis gibbosus,16,39,133,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Micropterus salmoides,11,51,59,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Notropis heterodon,2,37,59,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Fundulus diaphanus,3,37,61,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis macrochirus,11,29,45,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis gibbosus,11,42,130,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Micropterus salmoides,3,60,74,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Noturus gyrinus,2,42,42,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Ameiurus natalis,1,231,231,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis macrochirus,5,26,33,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis gibbosus,4,27,42,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Ameiurus nebulosus,1,65,65,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Micropterus salmoides,2,54,63,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Lepomis sp,1,23,23,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,Noturus gyrinus,1,28,28,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6509,No fish captured,0,,,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58974,-80.40208,21.2,22.92,12.02
6510,Lepomis macrochirus,5,30,121,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Micropterus salmoides,5,42,64,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Ambloplites rupestris,1,85,85,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Notropis heterodon,4,56,57,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Lepomis macrochirus,4,41,85,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Micropterus salmoides,5,54,62,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Ameiurus nebulosus,1,108,108,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Notropis anogenus,1,24,24,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Lepomis macrochirus,2,70,84,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Lepomis gibbosus,3,47,120,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Micropterus salmoides,5,56,67,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6510,Ameiurus nebulosus,2,111,116,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59215,-80.39408,23.5,21.21,22.33
6511,Lepomis gibbosus,8,45,87,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Micropterus salmoides,7,54,92,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis macrochirus,3,43,49,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Fundulus diaphanus,1,51,51,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Etheostoma exile,1,41,41,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis gibbosus,5,52,53,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Micropterus salmoides,3,67,82,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Fundulus diaphanus,4,34,39,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis sp,1,21,23,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Ameiurus nebulosus,1,72,72,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis macrochirus,1,23,23,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis gibbosus,2,32,34,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Micropterus salmoides,2,66,66,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis macrochirus,2,23,27,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Fundulus diaphanus,1,45,45,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Noturus gyrinus,1,40,40,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis gibbosus,2,30,77,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis macrochirus,1,23,23,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Ameiurus nebulosus,1,53,53,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis gibbosus,1,37,37,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Lepomis macrochirus,1,24,24,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6511,Noturus gyrinus,2,37,72,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58928,-80.40209,22.1,22.92,12.02
6512,Noturus gyrinus,1,65,65,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Lepomis macrochirus,1,29,29,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Noturus gyrinus,2,53,60,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Ameiurus nebulosus,1,52,52,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Fundulus diaphanus,3,37,43,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Micropterus salmoides,2,50,58,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Lepomis gibbosus,1,38,38,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Ambloplites rupestris,1,38,38,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Lepomis macrochirus,1,27,27,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Ameiurus nebulosus,1,54,54,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Micropterus salmoides,1,56,56,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Lepomis gibbosus,1,23,123,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Notropis anogenus,1,25,25,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Ambloplites rupestris,1,44,44,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Fundulus diaphanus,1,39,39,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Micropterus salmoides,1,70,70,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Notropis anogenus,1,31,31,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Micropterus salmoides,1,60,60,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6512,Ameiurus nebulosus,1,56,56,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59206,-80.39471,23.5,21.21,22.33
6513,Erimyzon sucetta,3,64,140,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Ameiurus nebulosus,8,57,62,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Fundulus diaphanus,2,66,68,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Noturus gyrinus,6,59,65,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Micropterus salmoides,6,76,82,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Lepomis macrochirus,5,47,118,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Lepomis gibbosus,1,42,42,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Ameiurus nebulosus,2,62,104,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Noturus gyrinus,1,65,65,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Micropterus salmoides,3,61,77,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Lepomis macrochirus,1,99,99,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Ameiurus nebulosus,1,56,56,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Micropterus salmoides,2,62,65,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Lepomis gulosus,1,115,115,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Noturus gyrinus,1,58,58,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Ameiurus nebulosus,1,43,43,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Lepomis macrochirus,1,86,86,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Micropterus salmoides,1,61,61,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Erimyzon sucetta,4,60,62,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Noturus gyrinus,6,35,66,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Ameiurus nebulosus,5,51,161,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Lepomis macrochirus,1,115,115,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6513,Micropterus salmoides,1,67,67,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59197,-80.39504,23.5,21.21,22.33
6514,Lepomis macrochirus,9,38,48,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Micropterus salmoides,1,67,67,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Lepomis sp,1,16,16,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Lepomis macrochirus,2,20,20,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Lepomis gibbosus,2,45,45,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Notropis heterodon,1,27,27,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Lepomis sp,1,19,19,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Notropis heterodon,1,31,31,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Lepomis macrochirus,1,24,24,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Micropterus salmoides,2,72,72,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6514,Notropis heterodon,1,29,29,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58352,-80.41798,22.1,22.65,486
6515,Micropterus salmoides,5,70,83,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58846,-80.40175,22.3,22.92,12.02
6515,Labidesthes sicculus,1,68,68,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58846,-80.40175,22.3,22.92,12.02
6515,Labidesthes sicculus,5,52,65,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58846,-80.40175,22.3,22.92,12.02
6515,Noturus gyrinus,1,35,35,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58846,-80.40175,22.3,22.92,12.02
6515,Micropterus salmoides,1,69,69,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58846,-80.40175,22.3,22.92,12.02
6516,Notropis heterolepis,91,43,59,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis gibbosus,4,38,91,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Erimyzon sucetta,1,51,51,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Ambloplites rupestris,1,115,115,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterodon,18,30,43,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis macrochirus,32,23,41,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis anogenus,1,26,26,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis volucellus,2,54,62,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Micropterus salmoides,8,52,59,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterolepis,2,24,37,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterodon,6,31,42,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis anogenus,2,24,31,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis sp,2,15,17,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Umbra limi,1,50,50,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis macrochirus,23,22,22,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterodon,10,16,16,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis macrochirus,22,22,27,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis anogenus,1,28,28,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis sp,2,16,18,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Etheostoma exile,1,47,47,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Noturus gyrinus,1,61,61,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Micropterus salmoides,1,55,55,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis macrochirus,8,24,36,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Centrarchidae,1,17,17,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterolepis,2,27,27,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Lepomis macrochirus,12,24,36,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterolepis,2,36,37,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Umbra limi,1,49,49,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Erimyzon sucetta,1,52,52,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Notropis heterodon,4,18,21,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6516,Etheostoma exile,1,52,52,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58418,-80.41787,22.1,22.65,486
6517,Lepomis macrochirus,12,22,28,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Notropis heterolepis,1,45,45,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Lepomis sp,1,18,18,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Lepomis gibbosus,2,28,37,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Micropterus salmoides,2,46,54,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Lepomis macrochirus,11,22,22,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Micropterus salmoides,2,41,54,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Notropis heterodon,1,34,34,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Fundulus diaphanus,1,46,46,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Lepomis macrochirus,3,22,33,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Micropterus salmoides,1,51,51,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Lepomis macrochirus,1,34,34,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6517,Lepomis macrochirus,2,23,30,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58459,-80.41808,22.1,22.65,486
6518,Micropterus salmoides,1,59,59,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59515,-80.41162,20.2,18.6,0.91
6518,Micropterus salmoides,2,61,63,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59515,-80.41162,20.2,18.6,0.91
6518,Lepomis gibbosus,1,123,123,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59515,-80.41162,20.2,18.6,0.91
6518,Lepomis gibbosus,1,131,131,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59515,-80.41162,20.2,18.6,0.91
6518,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59515,-80.41162,20.2,18.6,0.91
6518,No fish captured,,,,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59515,-80.41162,20.2,18.6,0.91
6519,Micropterus salmoides,14,56,73,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6519,Notropis heterodon,1,59,59,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6519,Micropterus salmoides,4,52,68,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6519,Lepomis gibbosus,1,112,112,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6519,Micropterus salmoides,3,56,60,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6519,Perca flavescens,1,147,147,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6519,Micropterus salmoides,1,63,63,2013 Crown Marsh Survey,15,8,2013,Long Point Bay,Wetland,42.59597,-80.41177,23.23,19.229,2.03
6520,Lepomis gibbosus,2,49,93,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58838,-80.4008,22.2,22.92,12.02
6520,Micropterus salmoides,4,55,61,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58838,-80.4008,22.2,22.92,12.02
6520,Micropterus salmoides,2,67,172,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58838,-80.4008,22.2,22.92,12.02
6520,No fish captured,0,,,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58838,-80.4008,22.2,22.92,12.02
6520,Lepomis gibbosus,2,52,54,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58838,-80.4008,22.2,22.92,12.02
6520,No fish captured,0,,,2013 Crown Marsh Survey,12,8,2013,Long Point Bay,Wetland,42.58838,-80.4008,22.2,22.92,12.02
6521,Notropis heterolepis,11,41,47,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis macrochirus,8,27,115,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
6521,Lepomis gibbosus,4,30,45,2013 Crown Marsh Survey,13,8,2013,Long Point Bay,Wetland,42.59325,-80.41917,18.3,21.27,3.67
